affiliation_id,department_id,organizations,mapped_affiliation
60005286,103308389,Department of Statistics and Electrical and Computer Engineering; Rice University,
60022778,107426570,Dipartimento di Fisica M. Merlin; Università degli Studi di Bari A. Moro,
60114715,122007919,Sezione di Bari; Istituto Nazionale di Fisica Nucleare,
60101854,114310911,Ontario Institute for Cancer Research; Informatics and Bio-computing Program; MaRS Centre,
60011048,103597741,IBM Computational Biology Center; IBM Research,
60111926,,Sage Bionetworks,
60009415,103514043,School of Behavioral and Brain Sciences; University of Texas at Dallas,
60009452,,Rush Alzheimer's Disease Center; Rush University Medical Center,
60006832,113786008,Department of Biology; Brigham Young University,
60016849,113060326,Department of Medical Biophysics; University of Toronto,
60016849,113827819,Department of Pharmacology and Toxicology; University of Toronto,
60015986,,Microsoft Research; University of Trento Centre for Computational and Systems Biology (COSBI),
60005429,,Graduate Institute of Biomedical Electronics and Bioinformatics; National Taiwan University,
60026695,104349564,Quantitative Biomedical Research Center; University of Texas Southwestern Medical Center,
60005429,103316186,Department of Bio-Industrial Mechatronics Engineering; National Taiwan University,
60013395,114422580,Innovation Center for Big Data and Digital Convergence; Yuan Ze University,
60029929,112906567,Department of Neurology; Massachusetts General Hospital,
60002746,112650916,Department of Neurology; Harvard Medical School,
60006297,113937025,Center for Biomedical Image Computing and Analytics; University of Pennsylvania,
60009860,113035582,School of Computer Science; Fudan University,
60009860,103537106,Shanghai Key Lab of Intelligent Information Processing; Fudan University,
60011520,109948175,NIHR Biomedical Research Centre for Mental Health; Kings College London,
60011520,109948262,Institute of Psychiatry; Psychology and Neuroscience; MRC Social; Genetic and Developmental Psychiatry Centre; Kings College London,
60002441,113176869,Department of Pediatrics-Neurology; Baylor College of Medicine,
60025153,,Università degli Studi di Genova,
60027155,123788374,Sanders-Brown Center on Aging; University of Kentucky,
60015941,113420534,Department of Biostatistics; University of Kentucky,
60007493,103413775,Bonn-Aachen International Center for IT; University of Bonn,
60103296,,Cambridge Institute for Medical Research; University of Cambridge and University of Toronto,
60100145,,McGovern Institute for Brain Research; Massachusetts Institute of Technology,
60002746,113531917,Department of Otology and Laryngology; Harvard Medical School,
60072562,109433949,Luxembourg Centre for Systems Biomedicine; University of Luxembourg,
60016782,105429583,Division of Genetics; Department of Medicine; Brigham and Women's Hospital; Broad Institute and Harvard Medical School,
60025778,113407069,Department of Computational Medicine and Bioinformatics; University of Michigan,
60025778,110795674,Department of Electrical Engineering and Computer Science; University of Michigan,
60033182,112469412,Department of Internal Medicine; University of Michigan,
60029274,113058276,Department of Computer Science and Statistics; Daegu University,
60015150,108107160,Department of Surgery and Cancer; Faculty of Medicine; Imperial College London,
60026851,113824814,Department of Psychiatry; University of Oxford; Warneford Hospital,
60031902,116665150,Fraunhofer Institute for Algorithms and Scientific Computing (SCAI); Department for Bioinformatics; Schloss Birlinghoven,
60003088,113246453,Computational Biology Institute; George Washington University,
60011520,113278313,Department of Biostatistics; Kings College London,
60012486,103660625,Department of Neuroimmunology; Foundation Institut de Recerca; Hospital Universitari Vall d'Hebron,
60012311,103649499,Department of Medical Epidemiology and Biostatistics; Karolinska Institutet,
60012981,103685679,Genetics and Genomics Sciences Department; Icahn School of Medicine at Mount Sinai,
60005429,112466606,Genome and Systems Biology Degree Program; National Taiwan University,
60021918,110046097,Department of Radiology and Medical Imaging; University of Virginia,
116661339,,Global CEO Initiative on Alzheimer's Disease,
60023691,108166312,Radiology; Medicine; Psychiatry; and Neurology; UCSF; SFVAMC,
60002896,103198682,Department of Computer Science; Hunter College; City University of New York,
60009860,105790176,Centre for Computational Systems Biology; Fudan University,
60027272,115061985,Usher Institute of Population Health Sciences and Informatics; University of Edinburgh,
60027272,104950511,MRC Institute of Genetics and Molecular Medicine; University of Edinburgh,
60022148,114331072,Farr Institute of Health Informatics Research; UCL Institute of Health Informatics; University College London,
60032302,105317828,Department of Epidemiology and Biostatistics; Milken Institute School of Public Health; George Washington University,
60001117,113610888,Department of Medicine; Johns Hopkins University School of Medicine,
60004109,111516681,Center of Biostatistics and Bioinformatics; University of Mississippi Medical Center,
60031437,113615974,Department of Neurology; Wake Forest School of Medicine,
60031437,104596724,Department of Social Science & Health Policy; Wake Forest School of Medicine,
60013223,103692581,Division of Epidemiology and Community Health; School of Public Health; University of Minnesota,
60005558,113141116,Department of Radiology; Mayo Clinic,
60005558,113338595,Department of Neurology; Mayo Clinic,
60004109,112365413,Department of Medicine; University of Mississippi Medical Center,
60001117,112866418,Department of Neurology; Johns Hopkins University School of Medicine,
60112748,,Booth School of Business; University of Chicago,
60025111,100242133,Department of Economics; University of North Carolina; Chapel Hill,Department of Economics
60021784,114661391,Institute for the Interdisciplinary Study of Decision Making; New York University,
60122553,123780228,Department of Economics; University of North Carolina at Greensboro; Bryan School of Business and Economics,
60017072,,Tuck School of Business at Dartmouth; Dartmouth College,
60015707,103814533,Department of Economics; Middlebury College,
60025111,114092280,Department of Economics and Curriculum for the Environment and Ecology; University of North Carolina at Chapel Hill,Department of Economics
60117908,,Pearson Institute for the Study and Resolution of Global Conflicts; Harris School of Public Policy; University of Chicago,
60112834,,World Bank Global Insights Initiative; MC4-404,
60025111,113658959,Clinical Psychology; University of North Carolina at Chapel Hill,Department of Psychology and Neuroscience
60007278,,University of California,
100856195,,RAND,
60031707,104609316,Department of Epidemiology and Biostatistics; Michigan State University,
60009408,103512820,Institute of Gerontology; Wayne State University,
60031437,,Wake Forest School of Medicine,
60018926,,San Diego State University,
60021519,,Miller School of Medicine; University of Miami,
113080988,,Einstein University,
60000745,,University of Illinois at Urbana-Champaign,
60029251,,University of Miami,
60027561,,University of Illinois,
60026695,,University of Texas Southwestern Medical Center,
60016849,,Samuel Lunenfeld Research Institute; Mount Sinai Hospital; University of Toronto,
60015150,,International Centre for Circulatory Health; Imperial College London,
60006224,,Medical University of Graz,
60013913,,Florida Hospital Translational Research Institute for Diabetes and Metabolism and Sanford Burnham Prebys Medical Discovery Institute,
60006179,,Novo Nordisk A/S,
60006297,109658449,Division of Cardiology; University of Pennsylvania,
60015481,103800022,Cardiovascular Health Research Unit; University of Washington,
60026851,104359583,Diabetes Trials Unit; University of Oxford,
60030982,112735845,Duke Clinical Research Institute; Division of Cardiology; Department of Medicine; Duke University School of Medicine,
60004219,,AstraZeneca Research and Development,
60002798,116236153,Department of Medicine and Therapeutics; The Chinese University of Hong Kong; Shatin,
60002717,,Bristol-Myers Squibb,
112596858,,ANMCO Research Centre,
60015150,,International Centre for Circulatory Health; NHLI; Imperial College London,
116990892,,Dance Biopharm; Inc,
60097594,,India Diabetes Research Foundation and Dr. A. Ramachandran's Diabetes Hospitals,
60016849,,Samuel Lunenfeld Research Institute; Mount Sinai Hospital and University of Toronto,
60113147,121493143,Department of Psychiatry and Behavioral Sciences; Duke University Medical Center,
60113147,121493795,Department of Medicine; Duke University Medical Center,
60032838,,Stanford University School of Medicine Stanford,
60028084,,VA Palo Alto Health Care System,
60017087,,Baim Institute for Clinical Research,
60019674,113606040,Department of Biostatistics; Boston University,
60022756,107900590,Division of Cardiology; Washington University School of Medicine,
60030612,,UC San Diego,
60029929,,Massachusetts General Hospital,
60011641,,Michael E. DeBakey Veterans Affairs Medical Center,
60002441,,Baylor College of Medicine,
60000305,,Case Western Reserve University,
60001562,103126630,Center for Hearing Research; Boys Town National Research Hospital,
60030769,104558025,Department of Hearing and Speech Sciences; Vanderbilt University Medical Center,
60025111,104269632,Department of Allied Health Sciences Speech and Hearing Sciences; University of North Carolina,Department of Allied Health Sciences
60022473,,Children’s Hospital Colorado,
60021121,112911387,Department of Epidemiology and Biostatistics; School of Public Health-Bloomington; Indiana University,
