id,citation,license,retracted,full_text_format,full_text_href,cdr_url,has_fileset
PMC11849668,eBioMedicine. 2025 Feb 8; 113:105582,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/48/54/PMC11849668.tar.gz,,
PMC11839139,bioRxiv. 2025 Feb 8;:2025.02.07.637106,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b4/75/PMC11839139.tar.gz,,
PMC11838596,bioRxiv. 2025 Feb 8;:2025.02.04.636481,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/5c/22/PMC11838596.tar.gz,,
PMC11838558,bioRxiv. 2025 Feb 8;:2025.02.05.636602,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d6/83/PMC11838558.tar.gz,,
PMC11888879,PeerJ Comput Sci. 2025 Feb 7; 11:e2528,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a7/f6/PMC11888879.tar.gz,,
PMC11806903,BMC Public Health. 2025 Feb 7; 25:513,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2b/27/PMC11806903.tar.gz,,
PMC11839715,Front Reprod Health. 2025 Feb 6; 7:1487264,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b6/9a/PMC11839715.tar.gz,,
PMC11806703,JAMIA Open. 2025 Feb 6; 8(1):ooaf001,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/56/ab/PMC11806703.tar.gz,,
PMC11803679,Trends Hear. 2025 Feb 6; 29:23312165251317925,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3d/71/PMC11803679.tar.gz,,
PMC11872555,Cell Genom. 2025 Feb 5; 5(2):100765,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b8/c3/PMC11872555.tar.gz,,
PMC11840926,Biochemistry. 2025 Feb 5; 64(4):953-966,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/0d/1f/PMC11840926.tar.gz,,
PMC11835963,Front Parasitol. 2025 Feb 5; 3:1509261,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/db/2d/PMC11835963.tar.gz,,
PMC11811908,APL Bioeng. 2025 Feb 5; 9(1):016106,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e8/b3/PMC11811908.tar.gz,,
PMC11801425,J Acquir Immune Defic Syndr. 2025 Mar 1; 98(3):224-233,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/6b/2c/PMC11801425.tar.gz,,
PMC11800604,Int J Behav Nutr Phys Act. 2025 Feb 5; 22:15,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/70/7d/PMC11800604.tar.gz,,
PMC11856697,J Imaging. 2025 Feb 4; 11(2):43,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ff/c5/PMC11856697.tar.gz,,
PMC11841403,Front Digit Health. 2025 Feb 4; 7:1467772,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d5/91/PMC11841403.tar.gz,,
PMC11795369,BMJ Open Diabetes Res Care. 2025 Feb 4; 13(1):e004536,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c8/b2/PMC11795369.tar.gz,,
PMC11794477,Nat Commun. 2025 Feb 4; 16:1091,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/46/83/PMC11794477.tar.gz,,
PMC11794237,Obes Sci Pract. 2025 Feb 4; 11(1):e70051,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/48/0c/PMC11794237.tar.gz,,
PMC11883565,Public Health Nutr.; 28(1):e41,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/eb/51/PMC11883565.tar.gz,,
PMC11830698,Front Pharmacol. 2025 Feb 3; 15:1516621,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/58/8f/PMC11830698.tar.gz,,
PMC11830590,Front Immunol. 2025 Feb 3; 16:1527858,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a5/23/PMC11830590.tar.gz,,
PMC11793257,Environ Epidemiol. 2025 Feb 3; 9(1):e363,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/80/3e/PMC11793257.tar.gz,,
PMC11790977,Sci Rep. 2025 Feb 3; 15:4084,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/5e/0c/PMC11790977.tar.gz,,
PMC11845130,Emerg Infect Dis. 2025 Feb; 31(2):281-287,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/df/9c/PMC11845130.tar.gz,,
PMC11786282,Ther Adv Respir Dis. 2025 Feb 1; 19:17534666251317200,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/97/ef/PMC11786282.tar.gz,,
PMC11838395,bioRxiv. 2025 Jan 31;:2025.01.29.635391,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d6/9c/PMC11838395.tar.gz,,
PMC11833202,J Anim Sci Technol. 2025 Jan 31; 67(1):273-276,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/12/4b/PMC11833202.tar.gz,,
PMC11785951,Sci Rep. 2025 Jan 31; 15:3907,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/35/14/PMC11785951.tar.gz,,
PMC11783683,OTO Open. 2025 Jan 31; 9(1):e70084,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/fe/62/PMC11783683.tar.gz,,
PMC11875162,HGG Adv. 2025 Jan 30; 6(2):100411,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/cc/51/PMC11875162.tar.gz,,
PMC11871965,Cureus.; 17(1):e78250,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/02/5b/PMC11871965.tar.gz,,
PMC11853001,mSphere.; 10(2):e00951-24,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a1/3c/PMC11853001.tar.gz,,
PMC11830301,eBioMedicine. 2025 Jan 30; 112:105576,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/86/36/PMC11830301.tar.gz,,
PMC11810119,Biol Open. 2025 Jan 30; 14(2):bio061811,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/64/5a/PMC11810119.tar.gz,,
PMC11782668,NPJ Breast Cancer. 2025 Jan 30; 11:9,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b0/f6/PMC11782668.tar.gz,,
PMC11781672,PLoS One. 2025 Jan 30; 20(1):e0313159,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a3/ae/PMC11781672.tar.gz,,
PMC11854895,Curr Oncol. 2025 Jan 29; 32(2):78,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/9f/f7/PMC11854895.tar.gz,,
PMC11838735,Res Sq. 2025 Jan 29;:rs.3.rs-5850681,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/4a/e1/PMC11838735.tar.gz,,
PMC11779380,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.1801,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b0/c0/PMC11779380.tar.gz,,
PMC11779336,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.1530,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1b/ae/PMC11779336.tar.gz,,
PMC11779292,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.2472,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f4/07/PMC11779292.tar.gz,,
PMC11779285,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.1582,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/fd/f1/PMC11779285.tar.gz,,
PMC11779269,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.462,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/dc/5e/PMC11779269.tar.gz,,
PMC11779089,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.105,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e9/79/PMC11779089.tar.gz,,
PMC11778898,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.102,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/75/42/PMC11778898.tar.gz,,
PMC11778765,PLoS One. 2025 Jan 29; 20(1):e0317199,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/28/fa/PMC11778765.tar.gz,,
PMC11778660,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.2478,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/60/d8/PMC11778660.tar.gz,,
PMC11778119,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.2035,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/4e/52/PMC11778119.tar.gz,,
PMC11778116,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.121,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c3/96/PMC11778116.tar.gz,,
PMC11777788,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.1053,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/52/18/PMC11777788.tar.gz,,
PMC11777299,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.015,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b9/45/PMC11777299.tar.gz,,
PMC11777218,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.101,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ce/f6/PMC11777218.tar.gz,,
PMC11777120,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.038,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e3/6a/PMC11777120.tar.gz,,
PMC11777111,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.2255,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3b/b5/PMC11777111.tar.gz,,
PMC11776841,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.2032,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1e/38/PMC11776841.tar.gz,,
PMC11776660,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.630,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c8/a1/PMC11776660.tar.gz,,
PMC11776578,Open Forum Infect Dis. 2025 Jan 29; 12(Suppl 1):ofae631.488,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/10/58/PMC11776578.tar.gz,,
PMC11042283,bioRxiv. 2025 Jan 29;:2024.04.18.590165,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/8d/8e/PMC11042283.tar.gz,,
PMC11866956,Am J Hum Genet. 2025 Feb 6; 112(2):201-214,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a3/98/PMC11866956.tar.gz,,
PMC11838927,medRxiv. 2025 Jan 28;:2025.01.27.25321225,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b2/b7/PMC11838927.tar.gz,,
PMC11838322,bioRxiv. 2025 Jan 28;:2025.01.27.634925,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/34/83/PMC11838322.tar.gz,,
PMC11817839,Healthcare (Basel). 2025 Jan 28; 13(3):256,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ed/0c/PMC11817839.tar.gz,,
PMC11775981,J Tissue Eng. 2025 Jan 28; 16:20417314251315523,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/6d/f6/PMC11775981.tar.gz,,
PMC11775185,Nat Commun. 2025 Jan 28; 16:1100,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/fc/8c/PMC11775185.tar.gz,,
PMC11774687,Early Interv Psychiatry. 2025 Feb 28; 19(2):e70003,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/76/27/PMC11774687.tar.gz,,
PMC10690161,bioRxiv. 2025 Jan 28;:2023.11.20.567915,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/47/78/PMC10690161.tar.gz,,
PMC11844297,Int J Biol Sci. 2025 Jan 27; 21(4):1545-1565,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ee/95/PMC11844297.tar.gz,,
PMC11838190,bioRxiv. 2025 Jan 27;:2025.01.26.634889,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/aa/b1/PMC11838190.tar.gz,,
PMC11823283,Biostatistics. 2025 Jan 27; 26(1):kxae052,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c1/d3/PMC11823283.tar.gz,,
PMC11773852,BMC Med. 2025 Jan 27; 23:46,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e3/bb/PMC11773852.tar.gz,,
PMC11770266,Belitung Nurs J. 2025 Jan 26; 11(1):35-47,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ad/c6/PMC11770266.tar.gz,,
PMC11811768,Crohns Colitis 360. 2025 Jan 25; 7(1):otaf007,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/19/33/PMC11811768.tar.gz,,
PMC11784496,Ann Glob Health.; 91(1):6,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a6/e8/PMC11784496.tar.gz,,
PMC11763048,Sci Data. 2025 Jan 25; 12:150,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/81/46/PMC11763048.tar.gz,,
PMC11858599,Nurs Rep. 2025 Jan 24; 15(2):37,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/95/de/PMC11858599.tar.gz,,
PMC11858140,Nurs Rep. 2025 Jan 24; 15(2):36,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/58/1e/PMC11858140.tar.gz,,
PMC11804820,Lancet Reg Health Am. 2025 Jan 24; 42:100996,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/37/fc/PMC11804820.tar.gz,,
PMC11760565,PLoS One. 2025 Jan 24; 20(1):e0301952,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/38/6b/PMC11760565.tar.gz,,
PMC11760557,PLoS One. 2025 Jan 24; 20(1):e0315743,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/bc/a0/PMC11760557.tar.gz,,
PMC11760124,J Rehabil Assist Technol Eng. 2025 Jan 24; 12:20556683251316307,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1a/43/PMC11760124.tar.gz,,
PMC11759381,PLOS Glob Public Health. 2025 Jan 24; 5(1):e0003660,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/76/50/PMC11759381.tar.gz,,
PMC11759047,Sci Adv.; 11(4):eadq5360,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/bf/78/PMC11759047.tar.gz,,
PMC11177956,ArXiv. 2025 Jan 24;:arXiv:2406.02623v2,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1d/0b/PMC11177956.tar.gz,,
PMC11834047,Osteoarthr Cartil Open. 2025 Jan 23; 7(1):100571,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c1/6c/PMC11834047.tar.gz,,
PMC11803615,J Am Chem Soc. 2025 Jan 23; 147(5):3913-3918,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ff/7a/PMC11803615.tar.gz,,
PMC11798685,Front Psychol. 2025 Jan 23; 15:1494261,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/45/11/PMC11798685.tar.gz,,
PMC11756194,J Neuroeng Rehabil. 2025 Jan 23; 22:11,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f4/26/PMC11756194.tar.gz,,
PMC11879387,Open Forum Infect Dis. 2025 Jan 22; 12(3):ofaf036,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/40/27/PMC11879387.tar.gz,,
PMC11831680,J Med Chem. 2025 Jan 22; 68(3):3282-3308,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d1/f9/PMC11831680.tar.gz,,
PMC11799803,J Med Internet Res. 2025 Jan 22; 27:e68198,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e6/9f/PMC11799803.tar.gz,,
PMC11794300,Front Behav Neurosci. 2025 Jan 22; 18:1498201,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3c/47/PMC11794300.tar.gz,,
PMC11785093,bioRxiv. 2025 Jan 22;:2025.01.17.633682,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a5/90/PMC11785093.tar.gz,,
PMC11785056,bioRxiv. 2025 Jan 22;:2025.01.20.633414,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a8/e7/PMC11785056.tar.gz,,
PMC11784168,J Immunother Cancer. 2025 Jan 22; 13(1):e009544,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ff/16/PMC11784168.tar.gz,,
PMC11747364,Health Aff Sch. 2025 Jan 21; 3(1):qxaf001,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/20/30/PMC11747364.tar.gz,,
PMC11788791,eClinicalMedicine. 2025 Jan 20; 80:103054,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/aa/8e/PMC11788791.tar.gz,,
PMC11760799,bioRxiv. 2025 Jan 19;:2025.01.14.632928,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/14/a8/PMC11760799.tar.gz,,
PMC11751958,BMJ Ment Health. 2025 Jan 19; 28(1):e301323,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/35/4b/PMC11751958.tar.gz,,
PMC11749667,Trauma Surg Acute Care Open. 2025 Jan 19; 10(1):e001377,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/5f/21/PMC11749667.tar.gz,,
PMC11856114,J Curr Ophthalmol. 2025 Jan 18; 36(2):122-128,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a4/96/PMC11856114.tar.gz,,
PMC11892429,JNCI Cancer Spectr. 2025 Jan 17; 9(2):pkaf004,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ea/f6/PMC11892429.tar.gz,,
PMC11880104,Anesthesiol Perioper Sci. 2025 Jan 17; 3(1):2,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/06/34/PMC11880104.tar.gz,,
PMC11796342,mBio.; 16(2):e03422-24,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1e/bb/PMC11796342.tar.gz,,
PMC11790232,PLoS Med. 2025 Jan 17; 22(1):e1004493,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/0e/9b/PMC11790232.tar.gz,,
PMC11787023,Transl Oncol. 2025 Jan 17; 53:102273,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d2/03/PMC11787023.tar.gz,,
PMC11786118,Open Forum Infect Dis. 2025 Jan 17; 12(2):ofaf030,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/28/a5/PMC11786118.tar.gz,,
PMC11783172,MicroPubl Biol.; 2025:10.17912/micropub.biology.001385,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f2/6a/PMC11783172.tar.gz,,
PMC11767853,Nutrients. 2025 Jan 17; 17(2):326,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/af/ff/PMC11767853.tar.gz,,
PMC11761406,bioRxiv. 2025 Jan 17;:2025.01.17.633373,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c7/0a/PMC11761406.tar.gz,,
PMC11759248,medRxiv. 2025 Jan 17;:2025.01.16.25320655,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a2/8e/PMC11759248.tar.gz,,
PMC11748466,J Popul Res (Canberra). 2025 Jan 17; 42(1):9,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/4d/30/PMC11748466.tar.gz,,
PMC11742505,Implement Sci Commun. 2025 Jan 17; 6:11,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/6a/8f/PMC11742505.tar.gz,,
PMC11739434,Research (Wash D C).; 8:0568,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2e/ff/PMC11739434.tar.gz,,
PMC11850738,Res Pract Thromb Haemost. 2025 Jan 16; 9(1):102683,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/4f/ea/PMC11850738.tar.gz,,
PMC11843438,Environ Sci Process Impacts.; 27(2):423-436,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/7c/66/PMC11843438.tar.gz,,
PMC11761022,bioRxiv. 2025 Jan 16;:2025.01.13.632788,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/cc/8b/PMC11761022.tar.gz,,
PMC11739457,Clin Transl Sci. 2025 Jan 16; 18(1):e70131,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/76/c1/PMC11739457.tar.gz,,
PMC11737684,PLoS One. 2025 Jan 16; 20(1):e0317557,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/8c/16/PMC11737684.tar.gz,,
PMC11735761,Brief Bioinform. 2025 Jan 16; 26(1):bbae709,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f7/ab/PMC11735761.tar.gz,,
PMC11904735,JAMA Cardiol. 2025 Mar 15; 10(3):245-253,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/77/45/PMC11904735.tar.gz,,
PMC11775650,Front Psychiatry. 2025 Jan 15; 15:1520173,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2d/66/PMC11775650.tar.gz,,
PMC11772998,Health Aff Sch. 2025 Jan 15; 3(1):qxaf003,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3f/f4/PMC11772998.tar.gz,,
PMC11760264,bioRxiv. 2025 Jan 15;:2025.01.14.632942,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/5e/6b/PMC11760264.tar.gz,,
PMC11752031,BMJ Open. 2025 Jan 15; 15(1):e088482,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/90/ca/PMC11752031.tar.gz,,
PMC11745903,Bioinformatics. 2025 Jan 15; 41(1):btae750,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/38/56/PMC11745903.tar.gz,,
PMC11736916,BMC Med Inform Decis Mak. 2025 Jan 15; 25:27,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d4/26/PMC11736916.tar.gz,,
PMC11735810,Commun Med (Lond). 2025 Jan 15; 5:17,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/42/04/PMC11735810.tar.gz,,
PMC11734718,Sci Adv.; 11(3):eadr5237,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/11/db/PMC11734718.tar.gz,,
PMC11734467,BMC Med Inform Decis Mak. 2025 Jan 15; 25:24,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/4a/63/PMC11734467.tar.gz,,
PMC11835039,J Med Libr Assoc.; 113(1):31-38,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/da/98/PMC11835039.tar.gz,,
PMC11835030,J Med Libr Assoc.; 113(1):96-97,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ec/b5/PMC11835030.tar.gz,,
PMC11796415,mBio.; 16(2):e03610-24,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/51/61/PMC11796415.tar.gz,,
PMC11774468,Res Sq. 2025 Jan 14;:rs.3.rs-5558659,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/11/75/PMC11774468.tar.gz,,
PMC11760927,Proc Natl Acad Sci U S A.; 122(3):e2401106122,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/fe/44/PMC11760927.tar.gz,,
PMC11760796,bioRxiv. 2025 Jan 14;:2025.01.10.632378,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d6/59/PMC11760796.tar.gz,,
PMC11642811,bioRxiv. 2025 Jan 14;:2024.12.02.625520,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e3/4c/PMC11642811.tar.gz,,
PMC11893282,J Environ Qual. 2025 Jan 13 Mar-Apr; 54(2):420-434,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/0f/3a/PMC11893282.tar.gz,,
PMC11866972,Am J Hum Genet. 2025 Feb 6; 112(2):276-290,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3e/b1/PMC11866972.tar.gz,,
PMC11833080,EMBO J. 2025 Jan 13; 44(4):1249-1273,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/8f/af/PMC11833080.tar.gz,,
PMC11782931,MedEdPublish (2016). 2025 Jan 13; 14:31,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/44/1d/PMC11782931.tar.gz,,
PMC11759605,medRxiv. 2025 Jan 13;:2025.01.11.25320398,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/94/fa/PMC11759605.tar.gz,,
PMC11759593,medRxiv. 2025 Jan 13;:2025.01.12.25320185,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ff/76/PMC11759593.tar.gz,,
PMC11765141,Foods. 2025 Jan 12; 14(2):212,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/bb/d8/PMC11765141.tar.gz,,
PMC11767264,Nutrients. 2025 Jan 11; 17(2):250,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/10/6d/PMC11767264.tar.gz,,
PMC11749819,J Immunother Cancer. 2025 Jan 11; 13(1):e010565,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/8b/d1/PMC11749819.tar.gz,,
PMC11866971,Am J Hum Genet. 2025 Feb 6; 112(2):394-413,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f0/ab/PMC11866971.tar.gz,,
PMC11763692,Cancers (Basel). 2025 Jan 10; 17(2):206,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f5/f4/PMC11763692.tar.gz,,
PMC11741263,bioRxiv. 2025 Jan 10;:2025.01.10.632200,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/23/9f/PMC11741263.tar.gz,,
PMC11724519,BMC Health Serv Res. 2025 Jan 10; 25:55,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/0a/fc/PMC11724519.tar.gz,,
PMC11770807,Chem Sci.; 16(8):3430-3439,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f3/f9/PMC11770807.tar.gz,,
